type
Alley Oop Dunk
Alley Oop Layup
Driving Bank Hook Shot
Driving Bank Shot
Driving Dunk
Driving Finger Roll Layup
Driving Hook Shot
Driving Jump Shot
Driving Layup
Driving Reverse Layup
Driving Slam Dunk
Dunk
Fadeaway Bank Shot
Fadeaway Jumper
Finger Roll Layup
Floating Jump Shot
Hook Bank Shot
Hook Shot
Jump Bank Hook Shot
Jump Bank Shot
Jump Hook Shot
Jump Shot
Layup
Pullup Bank Shot
Pullup Jump Shot
Putback Dunk
Putback Layup
Putback Slam Dunk
Reverse Dunk
Reverse Layup
Reverse Slam Dunk
Running Bank Hook Shot
Running Bank Shot
Running Dunk
Running Finger Roll Layup
Running Hook Shot
Running Jump Shot
Running Layup
Running Reverse Layup
Running Slam Dunk
Running Tip Shot
Slam Dunk
Step Back Jump Shot
Tip Shot
Turnaround Bank Hook Shot
Turnaround Bank Shot
Turnaround Fadeaway 
Turnaround Hook Shot
Turnaround Jump Shot
