Player,Team,GameAvgMin,GameAvgFGM,GameAvgFGA,GameAvg3PM,GameAvg3PA,GameAvgFTM,GameAvgFTA,GameAvgOREB,GameAvgDREB,GameAvgREB,GameAvgAST,GameAvgSTL,GameAvgBLK,GameAvgTO,GameAvgPF,GameAvgPlus&Minus,GameAvgPTS
Nick Calathes,Memphis Grizzlies,10.7,1.35,3.15,0.1,0.55,0.15,0.45,0.25,0.85,1.1,2.15,0.75,0.1,0.75,1.55,-0.55,2.95
Jeff Ayres,San Antonio Spurs,8.821428571,1.107142857,2.035714286,0,0,0.642857143,0.75,0.75,1.607142857,2.357142857,0.357142857,0.214285714,0.178571429,0.428571429,1.392857143,-0.107142857,2.857142857
Raymond Felton,Dallas Mavericks,7.285714286,1.142857143,3.142857143,0,0.571428571,0.571428571,0.571428571,0,0.571428571,0.571428571,1.714285714,0.428571429,0.142857143,0,0,-1.714285714,2.857142857
Justin Hamilton,Miami Heat,13.21052632,1.210526316,3.052631579,0.210526316,0.842105263,0.210526316,0.263157895,1.052631579,1.105263158,2.157894737,0.315789474,0.315789474,0.210526316,0.368421053,1.631578947,-3.473684211,2.842105263
Joe Harris,Cleveland Cavaliers,11.02857143,1,2.514285714,0.685714286,1.828571429,0.142857143,0.228571429,0.142857143,0.685714286,0.828571429,0.628571429,0.2,0.028571429,0.457142857,1.257142857,-1.457142857,2.828571429
Landry Fields,Toronto Raptors,12.6,1.2,2.266666667,0.066666667,0.133333333,0.333333333,0.4,0.666666667,0.8,1.466666667,0.866666667,0.666666667,0,0.533333333,0.6,-3.933333333,2.8
Ryan Hollins,Sacramento Kings,9.296296296,1,1.62962963,0,0,0.740740741,1.148148148,0.888888889,1.407407407,2.296296296,0.296296296,0.074074074,0.296296296,0.592592593,1.518518519,-3.037037037,2.740740741
Mike Miller,Cleveland Cavaliers,16.5625,0.9375,2.71875,0.8125,2.3125,0,0,0.125,1.96875,2.09375,1.125,0.34375,0.09375,0.5,1.75,-1.125,2.6875
Bruno Caboclo,Toronto Raptors,5,1,3,0.666666667,1,0,0,0.333333333,0.333333333,0.666666667,0,0,0.333333333,0.333333333,0.333333333,-2.333333333,2.666666667
Malcolm Thomas,Philadelphia 76ers,11.41176471,1.058823529,2.352941176,0,0.411764706,0.529411765,0.764705882,0.941176471,2.352941176,3.294117647,0.411764706,0.176470588,0.058823529,0.764705882,1,-6.411764706,2.647058824
Hedo Turkoglu,Los Angeles Clippers,9.407407407,1,1.962962963,0.592592593,1.148148148,0.037037037,0.074074074,0.148148148,1.074074074,1.222222222,0.518518519,0.259259259,0.037037037,0.407407407,0.777777778,-1.444444444,2.62962963
Kyle Anderson,San Antonio Spurs,12.44444444,1.074074074,3,0.111111111,0.407407407,0.333333333,0.518518519,0.185185185,2.333333333,2.518518519,1.037037037,0.481481481,0.259259259,0.37037037,0.962962963,-0.814814815,2.592592593
Victor Claver,Portland Trail Blazers,9.857142857,1,2.428571429,0.571428571,1.142857143,0,0,0.428571429,2.428571429,2.857142857,0.142857143,0.142857143,0.142857143,0.571428571,1.714285714,2.285714286,2.571428571
Jordan Adams,Memphis Grizzlies,6.909090909,0.909090909,2.090909091,0.272727273,0.727272727,0.454545455,0.909090909,0.090909091,0.636363636,0.727272727,0.545454545,0.363636364,0.181818182,0.272727273,0.818181818,-1.727272727,2.545454545
Martell Webster,Washington Wizards,11.1,0.6,2.5,0.2,1.2,1.1,1.6,0,0.9,0.9,0.7,0.1,0.1,0.5,0.9,-4.7,2.5
Reggie Bullock,Phoenix Suns,10.19230769,0.884615385,2.115384615,0.576923077,1.538461538,0.153846154,0.192307692,0,1.538461538,1.538461538,0.230769231,0.346153846,0.115384615,0.230769231,0.653846154,0.038461538,2.5
C.J. Wilcox,Los Angeles Clippers,4.833333333,1,2.333333333,0.5,1,0,0,0,0.333333333,0.333333333,0.333333333,0.166666667,0,0.166666667,0.166666667,-2.166666667,2.5
Nate Wolters,New Orleans Pelicans,12.70588235,1.176470588,3,0,0.411764706,0.117647059,0.352941176,0.411764706,1.294117647,1.705882353,0.882352941,0.470588235,0.058823529,0.705882353,1.058823529,-0.352941176,2.470588235
Markel Brown,Brooklyn Nets,6.230769231,0.692307692,2.076923077,0.230769231,0.692307692,0.769230769,1,0,0.769230769,0.769230769,0.384615385,0.076923077,0.076923077,0.538461538,0.307692308,-0.923076923,2.384615385
Devyn Marble,Orlando Magic,13.0625,0.875,2.75,0.25,1.375,0.3125,1,0.3125,1.625,1.9375,1.0625,0.5625,0.125,0.5625,0.875,-0.9375,2.3125
Jeff Withey,New Orleans Pelicans,5.818181818,0.681818182,1.5,0,0,0.863636364,1.272727273,0.545454545,0.954545455,1.5,0.227272727,0.045454545,0.545454545,0.181818182,0.636363636,0.272727273,2.227272727
Xavier Henry,Los Angeles Lakers,9.222222222,0.333333333,1.444444444,0,0,1.555555556,2.666666667,0.222222222,0.222222222,0.444444444,0.333333333,0.333333333,0,0.333333333,0.666666667,1.555555556,2.222222222
John Salmons,New Orleans Pelicans,13.15789474,0.842105263,2.368421053,0.421052632,1.210526316,0.105263158,0.210526316,0.210526316,0.894736842,1.105263158,0.631578947,0.421052632,0.157894737,0.157894737,1.263157895,-2.736842105,2.210526316
Glen Rice Jr.,Washington Wizards,8.4,0.6,3,0.2,1.4,0.8,1.2,0.4,0.4,0.8,0.4,0,0,0.4,2.2,-4.4,2.2
E'Twaun Moore,Chicago Bulls,7.928571429,0.892857143,2.107142857,0.25,0.571428571,0.142857143,0.285714286,0.25,0.678571429,0.928571429,0.607142857,0.142857143,0.107142857,0.142857143,0.464285714,-0.107142857,2.178571429
Ian Clark,Utah Jazz,7.722222222,0.722222222,2.055555556,0.444444444,1.111111111,0.277777778,0.277777778,0.111111111,0.444444444,0.555555556,0.5,0.222222222,0.055555556,0.388888889,0.611111111,-2,2.166666667
Greg Smith,Dallas Mavericks,9,0.75862069,1.206896552,0,0,0.551724138,0.965517241,0.793103448,1.24137931,2.034482759,0.206896552,0.206896552,0.275862069,0.310344828,1.413793103,-0.620689655,2.068965517
Jarnell Stokes,Memphis Grizzlies,5.5625,0.75,1.5625,0,0,0.5625,1.0625,0.6875,0.625,1.3125,0.125,0.0625,0.1875,0.1875,1.125,0.125,2.0625
Tyler Johnson,Miami Heat,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,-1,2
Julius Randle,Los Angeles Lakers,14,1,3,0,0,0,2,0,0,0,0,0,0,1,1,-18,2
Joey Dorsey,Houston Rockets,11.28571429,0.828571429,1.628571429,0,0,0.342857143,1.142857143,1.4,2.371428571,3.771428571,0.342857143,0.657142857,0.485714286,0.685714286,2.228571429,0.371428571,2
Shayne Whittington,Indiana Pacers,4.538461538,0.692307692,1.461538462,0.076923077,0.461538462,0.538461538,0.846153846,0.461538462,0.769230769,1.230769231,0.461538462,0.384615385,0.153846154,0.153846154,0.461538462,2.230769231,2
Lou Amundson,New York Knicks,10.88235294,0.823529412,2.117647059,0,0,0.352941176,0.764705882,1,1.882352941,2.882352941,0.882352941,0.117647059,0.470588235,0.588235294,1.647058824,-0.117647059,2
Miroslav Raduljica,Minnesota Timberwolves,5.75,0.75,2,0,0,0.5,0.5,0.5,0.75,1.25,0,0.25,0,0.5,2,-1.5,2
JaMychal Green,San Antonio Spurs,6.25,1,1.75,0,0.5,0,0,0.75,0.75,1.5,0,0,0.5,0.5,1.5,-2,2
Drew Gordon,Philadelphia 76ers,8,0.888888889,2.111111111,0,0.333333333,0.111111111,0.222222222,0.777777778,1.222222222,2,0.222222222,0.111111111,0,0.888888889,0.777777778,-3.777777778,1.888888889
Will Cherry,Cleveland Cavaliers,8.75,0.625,2.375,0.25,1.125,0.375,0.75,0.125,0.5,0.625,1,0.75,0.125,0.5,1.25,-0.875,1.875
Noah Vonleh,Charlotte Hornets,7.375,0.75,2.125,0.125,0.375,0.25,0.5,0.5,1.75,2.25,0.125,0.25,0.125,0.25,0.625,-1.5,1.875
Jared Cunningham,Los Angeles Clippers,4.736842105,0.631578947,1.736842105,0.210526316,0.684210526,0.368421053,0.684210526,0.052631579,0.421052632,0.473684211,0.526315789,0.157894737,0,0.368421053,0.631578947,-0.263157895,1.842105263
Chuck Hayes,Toronto Raptors,9,0.777777778,1.611111111,0,0,0.277777778,0.5,0.5,1.166666667,1.666666667,0.722222222,0.333333333,0.055555556,0.388888889,1.388888889,1.611111111,1.833333333
Brendan Haywood,Cleveland Cavaliers,5.375,0.75,1.5625,0,0,0.25,0.5,0.375,1.1875,1.5625,0.0625,0.0625,0.5,0.5,1,-2,1.75
Grant Jerrett,Oklahoma City Thunder,6,0.75,4,0.25,3,0,0,0.25,0.75,1,0.25,0,0.5,0.5,1.5,-4,1.75
Adreian Payne,Atlanta Hawks,6.666666667,0.666666667,2.333333333,0,0.333333333,0.333333333,0.666666667,0.333333333,1,1.333333333,0,0.333333333,0,0,1.333333333,-6.333333333,1.666666667
Jorge Gutierrez,Brooklyn Nets,4.5,0.7,1.4,0,0.1,0.2,0.3,0,0.7,0.7,0.7,0.1,0,0.3,0.9,-1,1.6
Chris Douglas-Roberts,Los Angeles Clippers,8.583333333,0.416666667,1.75,0.083333333,0.583333333,0.666666667,0.666666667,0.083333333,0.916666667,1,0.333333333,0.083333333,0,0,1.166666667,-1.166666667,1.583333333
Cartier Martin,Detroit Pistons,8.285714286,0.642857143,2.357142857,0.285714286,1.571428571,0,0,0,0.785714286,0.785714286,0.428571429,0,0,0.214285714,0.642857143,-0.857142857,1.571428571
Greg Stiemsma,Toronto Raptors,5.375,0.625,0.75,0,0,0.25,0.25,1,0.375,1.375,0.25,0.125,0,0.5,1.75,-0.25,1.5
Gal Mekel,New Orleans Pelicans,11,0.75,5,0,0.75,0,0,0,0.25,0.25,3.25,0.5,0,0.5,0.25,0.5,1.5
Patrick Christopher,Utah Jazz,7.25,0.75,3,0,1,0,0,0.5,1,1.5,0,0.25,0,0.25,1.5,-4.5,1.5
Ish Smith,Oklahoma City Thunder,5.6,0.6,1.68,0.04,0.2,0.24,0.36,0.2,0.84,1.04,1.04,0.12,0.04,0.28,0.4,-1.4,1.48
Furkan Aldemir,Philadelphia 76ers,11.64705882,0.647058824,1.470588235,0,0,0.176470588,0.235294118,1.647058824,2.705882353,4.352941176,0.529411765,0.470588235,0.411764706,0.470588235,2.058823529,-3.882352941,1.470588235
DeJuan Blair,Washington Wizards,4.571428571,0.642857143,1.142857143,0,0,0.071428571,0.142857143,0.214285714,1.142857143,1.357142857,0.071428571,0.071428571,0,0.214285714,0.928571429,-2.5,1.357142857
Ognjen Kuzmic,Golden State Warriors,4.6,0.533333333,0.8,0,0,0.266666667,0.266666667,0.4,0.666666667,1.066666667,0.4,0.133333333,0.066666667,0.333333333,0.866666667,-2.866666667,1.333333333
Jeremy Evans,Utah Jazz,4.176470588,0.470588235,1.117647059,0.058823529,0.117647059,0.294117647,0.294117647,0.352941176,0.882352941,1.235294118,0.176470588,0.235294118,0.470588235,0.117647059,0.294117647,-0.352941176,1.294117647
Steve Novak,Utah Jazz,4,0.421052632,1.157894737,0.421052632,1.052631579,0,0.105263158,0,0.684210526,0.684210526,0.210526316,0,0.052631579,0.105263158,0.473684211,-1.263157895,1.263157895
Glenn Robinson III,Minnesota Timberwolves,4.380952381,0.380952381,1,0.047619048,0.238095238,0.428571429,0.571428571,0.19047619,0.476190476,0.666666667,0.142857143,0.142857143,0,0.142857143,0.142857143,0.428571429,1.238095238
Lucas Nogueira,Toronto Raptors,4.2,0.4,1.4,0,0,0.4,0.8,0.2,1.8,2,0.2,0.4,0,0.4,1.2,-1.8,1.2
Joel Anthony,Detroit Pistons,6.416666667,0.5,0.875,0,0,0.166666667,0.291666667,0.375,1.125,1.5,0.083333333,0.166666667,0.625,0.208333333,1,1.041666667,1.166666667
Kenyon Martin,Milwaukee Bucks,5.142857143,0.571428571,1.285714286,0,0,0,0,0.142857143,0.714285714,0.857142857,0.285714286,0,0.142857143,0.142857143,1.285714286,-4,1.142857143
Nazr Mohammed,Chicago Bulls,6,0.5,1.3,0,0,0.1,0.3,0.2,1.4,1.6,0.1,0.1,0.3,0.2,0.8,0.8,1.1
Shavlik Randolph,Phoenix Suns,6.375,0.375,1.5625,0,0.25,0.3125,0.625,0.75,0.875,1.625,0.1875,0.25,0.125,0.125,0.8125,-1.0625,1.0625
Cameron Bairstow,Chicago Bulls,4.545454545,0.272727273,1.090909091,0,0,0.363636364,0.454545455,0.545454545,0.181818182,0.727272727,0.090909091,0.181818182,0.090909091,0.272727273,0.636363636,-1.545454545,0.909090909
Brandon Rush,Golden State Warriors,8.047619048,0.333333333,1.428571429,0.047619048,0.761904762,0.142857143,0.238095238,0.047619048,1.238095238,1.285714286,0.428571429,0.095238095,0.380952381,0.428571429,0.666666667,-2.476190476,0.857142857
Russ Smith,New Orleans Pelicans,4.833333333,0.333333333,1.666666667,0.166666667,1,0,0,0,0.5,0.5,0.333333333,0,0,1.166666667,1,-1,0.833333333
Gerald Wallace,Boston Celtics,7.294117647,0.294117647,0.647058824,0,0.058823529,0.235294118,0.352941176,0.352941176,0.529411765,0.882352941,0.117647059,0.529411765,0.117647059,0.411764706,0.588235294,1.705882353,0.823529412
Alex Kirk,Cleveland Cavaliers,2.8,0.2,0.8,0,0,0.4,0.4,0.2,0,0.2,0.2,0,0,0,0.2,-2.8,0.8
Dahntay Jones,Los Angeles Clippers,5,0.4,1,0,0.2,0,0,0,0.2,0.2,0,0,0,0,1,-4.4,0.8
Zoran Dragic,Phoenix Suns,2.25,0.25,1.25,0,0.75,0.25,0.25,0,0.25,0.25,0.25,0,0,0,0.25,-0.25,0.75
Andre Dawkins,Miami Heat,5.5,0.25,1.5,0.25,1.5,0,0,0,0.5,0.5,0.25,0,0,0.25,0.75,-1,0.75
Eric Moreland,Sacramento Kings,0.666666667,0.333333333,0.333333333,0,0,0,0,0,0.333333333,0.333333333,0,0,0,0,0.333333333,0.333333333,0.666666667
Ekpe Udoh,Los Angeles Clippers,3.428571429,0.238095238,0.571428571,0,0,0.095238095,0.095238095,0.238095238,0.285714286,0.523809524,0.285714286,0.095238095,0.19047619,0.095238095,0.476190476,0.238095238,0.571428571
Andrei Kirilenko,Brooklyn Nets,5.285714286,0,0.714285714,0,0,0.428571429,0.571428571,0.285714286,0.857142857,1.142857143,0.142857143,0.142857143,0,0.142857143,0.142857143,-4.142857143,0.428571429
Darius Miller,New Orleans Pelicans,8.8,0.2,1.4,0,0.2,0,0,0,0.2,0.2,0.4,0.2,0,0.2,1.6,-2.4,0.4
Clint Capela,Houston Rockets,3.4,0,2,0,0,0,1.6,0.6,0.6,1.2,0.2,0.2,0.2,0.6,0.6,-4.2,0
Ronny Turiaf,Minnesota Timberwolves,10,0,0,0,0,0,0,0,0.5,0.5,1,0,0,0,0,-4,0
Kalin Lucas,Memphis Grizzlies,6,0,1,0,0,0,0,0,0,0,0,1,0,0,1,-7,0
Malcolm Lee,Philadelphia 76ers,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Ricky Ledo,Dallas Mavericks,1,0,0.5,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0
Toure' Murry,Utah Jazz,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,0
