Player,Team,GameAvgMin,GameAvgFGM,GameAvgFGA,GameAvg3PM,GameAvg3PA,GameAvgFTM,GameAvgFTA,GameAvgOREB,GameAvgDREB,GameAvgREB,GameAvgAST,GameAvgSTL,GameAvgBLK,GameAvgTO,GameAvgPF,GameAvgPlus&Minus,GameAvgPTS
Chris Johnson,Philadelphia 76ers,20.77777778,2.111111111,6.666666667,1.111111111,4.333333333,0.666666667,0.888888889,0.333333333,2.555555556,2.888888889,0.333333333,1,0.555555556,1,2.111111111,-1.555555556,6
Vince Carter,Memphis Grizzlies,16.43902439,2.195121951,6.512195122,1.024390244,3.609756098,0.56097561,0.780487805,0.463414634,1.414634146,1.87804878,1.341463415,0.682926829,0.195121951,0.658536585,1.512195122,-0.317073171,5.975609756
Danny Granger,Miami Heat,19.625,2.125,5.166666667,0.958333333,2.583333333,0.75,1.083333333,0.708333333,1.833333333,2.541666667,0.5,0.5,0.25,0.916666667,2.208333333,-3.583333333,5.958333333
Randy Foye,Denver Nuggets,15.82352941,1.882352941,5.764705882,1.117647059,3.352941176,1,1.235294118,0.058823529,0.882352941,0.941176471,1.588235294,0.411764706,0.176470588,1,1.529411765,-2.117647059,5.882352941
John Henson,Milwaukee Bucks,15.62068966,2.448275862,4.275862069,0,0,0.965517241,1.482758621,1.482758621,2.344827586,3.827586207,0.931034483,0.24137931,1.620689655,1.172413793,2.172413793,-0.206896552,5.862068966
Alan Anderson,Brooklyn Nets,22.22727273,2.068181818,5.045454545,0.795454545,2.454545455,0.909090909,1.136363636,0.545454545,2.136363636,2.681818182,0.931818182,0.818181818,0.113636364,0.886363636,1.909090909,-1.022727273,5.840909091
Nate Robinson,Denver Nuggets,14.09090909,2.151515152,6.181818182,0.727272727,2.787878788,0.787878788,1.212121212,0.424242424,0.757575758,1.181818182,2.333333333,0.424242424,0.090909091,0.666666667,2.060606061,-2.939393939,5.818181818
Meyers Leonard,Portland Trail Blazers,15.52173913,2.086956522,4.043478261,0.826086957,1.869565217,0.739130435,0.826086957,0.826086957,3.608695652,4.434782609,0.565217391,0.260869565,0.260869565,0.52173913,2.304347826,0,5.739130435
Shaun Livingston,Golden State Warriors,17.725,2.45,4.7,0,0.05,0.825,1.1,0.4,1.4,1.8,2.95,0.7,0.25,1.3,1.25,-0.2,5.725
Caron Butler,Detroit Pistons,21.38636364,2.068181818,5.386363636,0.931818182,2.863636364,0.636363636,0.704545455,0.340909091,2.522727273,2.863636364,0.75,0.5,0.045454545,0.590909091,1.545454545,-0.863636364,5.704545455
Ramon Sessions,Sacramento Kings,17.11111111,1.851851852,5.407407407,0.222222222,0.777777778,1.777777778,2.407407407,0.37037037,1.518518519,1.888888889,2.592592593,0.407407407,0,1.481481481,1.074074074,-3.444444444,5.703703704
Elijah Millsap,Utah Jazz,20.5,1.9,5.8,1,2.4,0.9,1.1,0.5,1.7,2.2,1.1,1.1,0.6,2,3,1.1,5.7
Anthony Bennett,Minnesota Timberwolves,16.57142857,2.428571429,5.714285714,0.119047619,0.285714286,0.714285714,1.19047619,0.928571429,3,3.928571429,0.880952381,0.5,0.30952381,0.619047619,1.69047619,-5.595238095,5.69047619
Shane Larkin,New York Knicks,22.71428571,2.214285714,5.30952381,0.571428571,1.642857143,0.619047619,0.714285714,0.285714286,1.642857143,1.928571429,2.452380952,1.285714286,0.071428571,0.976190476,1.976190476,-4.380952381,5.619047619
Jason Thompson,Sacramento Kings,25.04761905,2.285714286,4.904761905,0,0.023809524,1.023809524,1.642857143,1.476190476,4.952380952,6.428571429,0.928571429,0.333333333,0.642857143,1.047619048,3.166666667,-0.928571429,5.595238095
Cole Aldrich,New York Knicks,17,2.548387097,5.161290323,0,0,0.483870968,0.64516129,1.774193548,3.709677419,5.483870968,1.161290323,0.612903226,0.806451613,1.161290323,2.225806452,-5.290322581,5.580645161
Shawn Marion,Cleveland Cavaliers,22.09756098,2.341463415,5.341463415,0.292682927,1.024390244,0.585365854,0.731707317,1.146341463,2.707317073,3.853658537,1.048780488,0.585365854,0.585365854,0.634146341,1.170731707,1.585365854,5.56097561
Jonas Jerebko,Detroit Pistons,15.63414634,2.073170732,4.512195122,0.658536585,1.756097561,0.731707317,0.853658537,1.097560976,2.073170732,3.170731707,0.975609756,0.634146341,0.195121951,0.585365854,1.756097561,0.634146341,5.536585366
P.J. Hairston,Charlotte Hornets,15.03125,1.9375,5.96875,1.1875,3.8125,0.46875,0.5625,0.46875,1.6875,2.15625,0.46875,0.46875,0.40625,0.46875,1.375,0.09375,5.53125
Jon Leuer,Memphis Grizzlies,15.42105263,2.342105263,5.157894737,0.157894737,0.578947368,0.631578947,1.026315789,0.868421053,2.973684211,3.842105263,0.921052632,0.342105263,0.184210526,0.657894737,1.605263158,-1.421052632,5.473684211
JaVale McGee,Denver Nuggets,11.64285714,2.071428571,3.571428571,0,0,1.214285714,1.785714286,1,2,3,0,0.142857143,1.142857143,0.928571429,1.785714286,-2.285714286,5.357142857
Thabo Sefolosha,Atlanta Hawks,19.39534884,1.976744186,4.581395349,0.441860465,1.418604651,0.88372093,1.186046512,1.023255814,3.418604651,4.441860465,1.511627907,1.046511628,0.488372093,0.744186047,1.348837209,3.511627907,5.279069767
Jordan Clarkson,Los Angeles Lakers,13.60869565,1.739130435,4.52173913,0.217391304,0.782608696,1.565217391,2,0.608695652,0.913043478,1.52173913,0.956521739,0.52173913,0.130434783,0.739130435,0.913043478,-1.173913043,5.260869565
Brandon Davies,Brooklyn Nets,15.7037037,2.037037037,5.074074074,0.296296296,1.259259259,0.888888889,1.37037037,1.407407407,1.666666667,3.074074074,1.111111111,0.666666667,0.259259259,1.074074074,2.185185185,-5.962962963,5.259259259
Rodney Hood,Utah Jazz,18.41666667,1.666666667,5.25,0.833333333,2.916666667,1.083333333,1.541666667,0.208333333,2.291666667,2.5,1.208333333,0.416666667,0.25,0.791666667,2.375,-0.958333333,5.25
Shabazz Napier,Miami Heat,21.18181818,1.696969697,4.515151515,0.848484848,2.303030303,1,1.333333333,0.424242424,2,2.424242424,2.212121212,0.909090909,0.090909091,1.636363636,1.575757576,-1,5.242424242
Charlie Villanueva,Dallas Mavericks,7.964285714,2,4.464285714,1.071428571,2.821428571,0.142857143,0.178571429,0.392857143,1.321428571,1.714285714,0.178571429,0.142857143,0.285714286,0.357142857,0.928571429,0.285714286,5.214285714
Ronnie Price,Los Angeles Lakers,22.87804878,1.829268293,5.195121951,0.756097561,2.609756098,0.756097561,0.951219512,0.43902439,1.146341463,1.585365854,3.707317073,1.463414634,0.097560976,1.170731707,2.634146341,-2.024390244,5.170731707
Richard Jefferson,Dallas Mavericks,15.525,1.775,4.075,0.775,1.875,0.825,1.375,0.45,1.925,2.375,0.95,0.4,0.125,0.6,1.675,0.825,5.15
Otto Porter Jr.,Washington Wizards,17.625,2.075,4.55,0.275,0.925,0.725,0.975,0.875,1.975,2.85,0.95,0.475,0.475,0.475,1.05,-1.1,5.15
Sergey Karasev,Brooklyn Nets,18.42857143,1.785714286,4.392857143,0.535714286,1.75,1.035714286,1.357142857,0.75,1.357142857,2.107142857,1.428571429,0.821428571,0.035714286,0.75,1.535714286,0.75,5.142857143
Quincy Pondexter,New Orleans Pelicans,19.75675676,1.810810811,4.945945946,0.621621622,2.540540541,0.891891892,1.216216216,0.702702703,1.513513514,2.216216216,1.054054054,0.189189189,0.189189189,0.378378378,1.675675676,-0.135135135,5.135135135
Alonzo Gee,Denver Nuggets,13.36363636,1.727272727,3.696969697,0.303030303,0.666666667,1.363636364,1.787878788,0.727272727,1.03030303,1.757575758,0.515151515,0.727272727,0.181818182,0.696969697,1.121212121,-1.787878788,5.121212121
Chris Andersen,Miami Heat,20.17241379,1.793103448,2.965517241,0.034482759,0.068965517,1.482758621,2.310344828,1.103448276,4,5.103448276,0.655172414,0.517241379,0.965517241,0.586206897,1.75862069,-0.068965517,5.103448276
Jerami Grant,Philadelphia 76ers,17.89655172,1.620689655,4.482758621,0.517241379,1.482758621,1.344827586,2.310344828,0.793103448,1.931034483,2.724137931,0.586206897,0.620689655,1,0.862068966,1.75862069,-2.206896552,5.103448276
Dante Exum,Utah Jazz,19.5,1.863636364,4.818181818,0.954545455,2.909090909,0.409090909,0.659090909,0.227272727,1.181818182,1.409090909,2.159090909,0.431818182,0.136363636,1.181818182,1.613636364,0.772727273,5.090909091
Jae Crowder,Boston Celtics,14.1627907,1.930232558,4.255813953,0.558139535,1.697674419,0.581395349,0.720930233,0.651162791,1.255813953,1.906976744,0.744186047,0.744186047,0.302325581,0.418604651,1.11627907,-0.534883721,5
Matt Bonner,San Antonio Spurs,16.125,1.8,4.375,0.85,2.35,0.55,0.675,0.425,1.425,1.85,0.825,0.15,0.25,0.225,1.225,1.975,5
Alexis Ajinca,New Orleans Pelicans,11.1875,2,3.21875,0,0,0.96875,1.3125,1.28125,2.71875,4,0.34375,0.1875,0.4375,0.75,2.03125,-0.53125,4.96875
Ian Mahinmi,Indiana Pacers,18.82142857,2.214285714,3.642857143,0,0,0.535714286,1.392857143,1.857142857,4.178571429,6.035714286,0.535714286,0.464285714,0.678571429,1,2.678571429,-0.714285714,4.964285714
Kosta Koufos,Memphis Grizzlies,15.78571429,2.071428571,3.785714286,0,0,0.785714286,1.119047619,0.952380952,3.619047619,4.571428571,0.5,0.380952381,0.904761905,0.857142857,1.785714286,0.142857143,4.928571429
Dante Cunningham,New Orleans Pelicans,24.39285714,2.25,4.678571429,0.035714286,0.071428571,0.392857143,0.642857143,1.035714286,2.285714286,3.321428571,0.535714286,0.75,0.357142857,0.571428571,1.571428571,-0.285714286,4.928571429
Tarik Black,Los Angeles Lakers,15.90909091,2,3.454545455,0,0.03030303,0.909090909,1.636363636,2.303030303,2.818181818,5.121212121,0.363636364,0.272727273,0.151515152,0.878787879,2.151515152,0.181818182,4.909090909
Justin Holiday,Golden State Warriors,11.71428571,1.785714286,4.25,0.714285714,2.035714286,0.607142857,0.821428571,0.25,1,1.25,0.928571429,0.785714286,0.214285714,0.5,0.821428571,1.5,4.892857143
Pablo Prigioni,New York Knicks,18.85365854,1.634146341,3.804878049,1.024390244,2.707317073,0.536585366,0.634146341,0.414634146,1.365853659,1.780487805,2.463414634,1.219512195,0,1.097560976,1.243902439,-2.170731707,4.829268293
Chase Budinger,Minnesota Timberwolves,15.86486486,1.810810811,4.918918919,0.594594595,1.837837838,0.540540541,0.675675676,0.378378378,2.243243243,2.621621622,0.864864865,0.594594595,0.135135135,0.72972973,0.837837838,-4.675675676,4.756756757
Anthony Tolliver,Detroit Pistons,13.30769231,1.564102564,3.769230769,1.102564103,2.923076923,0.512820513,0.717948718,0.384615385,1.974358974,2.358974359,0.538461538,0.256410256,0.179487179,0.538461538,1.230769231,-0.076923077,4.743589744
Cleanthony Early,New York Knicks,14.14285714,1.785714286,4.714285714,0.785714286,2.071428571,0.357142857,0.714285714,0.571428571,1.142857143,1.714285714,0.785714286,0.571428571,0.142857143,0.785714286,0.928571429,-0.928571429,4.714285714
Larry Drew II,Philadelphia 76ers,18.83333333,2,5.166666667,0.333333333,1.833333333,0.333333333,0.5,0,0.666666667,0.666666667,4.333333333,0.5,0,2.166666667,0.5,-10,4.666666667
Jordan Farmar,Los Angeles Clippers,14.66666667,1.694444444,4.388888889,0.972222222,2.694444444,0.277777778,0.305555556,0.222222222,0.944444444,1.166666667,1.861111111,0.555555556,0.138888889,0.888888889,1.444444444,-1.194444444,4.638888889
Bismack Biyombo,Charlotte Hornets,17.52631579,1.631578947,2.868421053,0,0,1.315789474,2.605263158,2.631578947,3.605263158,6.236842105,0.157894737,0.210526316,1.394736842,0.789473684,2.105263158,1.368421053,4.578947368
Damjan Rudez,Indiana Pacers,16.17142857,1.685714286,4.085714286,0.828571429,2.514285714,0.371428571,0.571428571,0.142857143,0.714285714,0.857142857,0.771428571,0.285714286,0.142857143,0.542857143,1.171428571,1.657142857,4.571428571
Jannero Pargo,Charlotte Hornets,8.111111111,1.666666667,3.888888889,1,2.444444444,0.222222222,0.222222222,0,0.333333333,0.333333333,0.888888889,0,0,0.333333333,0.888888889,-0.222222222,4.555555556
Miles Plumlee,Phoenix Suns,19.2173913,2.086956522,3.717391304,0,0,0.369565217,0.739130435,1.804347826,3.434782609,5.239130435,0.565217391,0.608695652,0.97826087,0.869565217,1.804347826,0.391304348,4.543478261
Al-Farouq Aminu,Dallas Mavericks,14.07692308,1.692307692,3.871794872,0.384615385,1.487179487,0.769230769,1.051282051,0.871794872,2.333333333,3.205128205,0.58974359,0.461538462,0.58974359,0.487179487,1.41025641,2.256410256,4.538461538
Shelvin Mack,Atlanta Hawks,13.74193548,1.709677419,4.580645161,0.612903226,2,0.483870968,0.612903226,0.193548387,1.258064516,1.451612903,2.774193548,0.419354839,0.064516129,0.935483871,0.548387097,0.193548387,4.516129032
Andrea Bargnani,New York Knicks,11,2,5.5,0,0,0.5,2,1,1,2,1,0,0,0,1,0,4.5
Kostas Papanikolaou,Houston Rockets,19.97222222,1.722222222,5,0.75,2.583333333,0.305555556,0.444444444,1,2.055555556,3.055555556,2.138888889,0.694444444,0.305555556,1.388888889,1.833333333,-1.916666667,4.5
Matthew Dellavedova,Cleveland Cavaliers,21.13333333,1.533333333,4.433333333,1.033333333,2.5,0.366666667,0.6,0.533333333,1.266666667,1.8,3.3,0.3,0.066666667,1,2.433333333,-0.866666667,4.466666667
Steve Blake,Portland Trail Blazers,21,1.577777778,4.422222222,0.933333333,2.866666667,0.377777778,0.488888889,0.266666667,1.688888889,1.955555556,3.822222222,0.533333333,0.088888889,1.244444444,1.666666667,1.933333333,4.466666667
C.J. McCollum,Portland Trail Blazers,12.12903226,1.548387097,4.064516129,0.741935484,1.806451613,0.612903226,0.935483871,0.161290323,0.64516129,0.806451613,0.774193548,0.548387097,0.064516129,0.580645161,1,0.774193548,4.451612903
Festus Ezeli,Golden State Warriors,11.76190476,1.714285714,3.047619048,0,0,0.904761905,1.476190476,1.142857143,1.857142857,3,0.238095238,0.19047619,0.857142857,1.095238095,2.333333333,-1.666666667,4.333333333
Josh McRoberts,Miami Heat,17.47058824,1.647058824,3.117647059,0.470588235,1.117647059,0.470588235,0.764705882,0.411764706,2.235294118,2.647058824,1.941176471,0.705882353,0.176470588,1.294117647,2.411764706,1.882352941,4.235294118
Kendall Marshall,Milwaukee Bucks,14.85714286,1.642857143,3.607142857,0.642857143,1.642857143,0.285714286,0.321428571,0.071428571,0.928571429,1,3.071428571,0.75,0,1.25,0.928571429,1.964285714,4.214285714
Mike Muscala,Atlanta Hawks,8.933333333,1.733333333,3.266666667,0.066666667,0.266666667,0.666666667,0.733333333,1.266666667,1,2.266666667,0.266666667,0.266666667,0.4,0.466666667,0.866666667,-1,4.2
Robbie Hummel,Minnesota Timberwolves,15,1.666666667,3.416666667,0.333333333,1.027777778,0.527777778,0.666666667,0.777777778,1.972222222,2.75,0.611111111,0.388888889,0.222222222,0.416666667,1.638888889,-2.305555556,4.194444444
Luke Ridnour,Orlando Magic,14.46428571,1.678571429,3.678571429,0.428571429,1.107142857,0.392857143,0.464285714,0.178571429,1.5,1.678571429,2.214285714,0.285714286,0,0.821428571,1.428571429,-3.285714286,4.178571429
Ray McCallum,Sacramento Kings,13.9,1.766666667,4.333333333,0.3,1.133333333,0.333333333,0.533333333,0.5,1.3,1.8,1.433333333,0.433333333,0.133333333,0.8,1.066666667,-4.5,4.166666667
Dorell Wright,Portland Trail Blazers,11.76,1.2,3.2,0.84,2.04,0.92,1.16,0.28,1.88,2.16,1.04,0.48,0.24,0.48,1.2,2.64,4.16
Reggie Evans,Sacramento Kings,17.92592593,1.407407407,3.296296296,0,0.074074074,1.333333333,2.222222222,2.444444444,4.37037037,6.814814815,0.555555556,0.407407407,0.148148148,1,2.259259259,-3.518518519,4.148148148
Kendrick Perkins,Oklahoma City Thunder,19.20930233,1.651162791,3.790697674,0,0.023255814,0.837209302,1.604651163,1.697674419,4,5.697674419,0.790697674,0.325581395,0.744186047,1.488372093,2.674418605,0.860465116,4.139534884
Travis Wear,New York Knicks,12.62162162,1.756756757,4.108108108,0.243243243,0.648648649,0.351351351,0.432432432,0.459459459,1.297297297,1.756756757,0.756756757,0.243243243,0.162162162,0.72972973,1.135135135,-0.486486486,4.108108108
Ryan Kelly,Los Angeles Lakers,17.06666667,1.2,3.533333333,0.466666667,1.2,1.133333333,1.4,0.266666667,2.8,3.066666667,0.733333333,0.266666667,0.2,0.666666667,1.6,1.133333333,4
Shannon Brown,Miami Heat,17.8,1.4,3.8,0.6,1.4,0.6,0.8,0,0.2,0.2,0.6,0.8,0,0.8,1.6,-3.2,4
Samuel Dalembert,New York Knicks,17,1.78125,4.0625,0,0,0.4375,0.625,1.65625,3.59375,5.25,0.90625,0.4375,1.28125,1.21875,2.1875,-5.5,4
Austin Daye,San Antonio Spurs,10.34615385,1.538461538,4.423076923,0.730769231,2.192307692,0.153846154,0.153846154,0.230769231,2.115384615,2.346153846,0.346153846,0.307692308,0.115384615,0.692307692,1.153846154,-1.615384615,3.961538462
Johnny O'Bryant III,Milwaukee Bucks,12.55555556,1.722222222,4.277777778,0,0,0.5,0.944444444,0.833333333,0.888888889,1.722222222,0.5,0.111111111,0.222222222,0.777777778,1.444444444,-1.666666667,3.944444444
Nick Collison,Oklahoma City Thunder,16.10810811,1.513513514,3.621621622,0.297297297,1.27027027,0.540540541,0.918918919,1.135135135,2.189189189,3.324324324,1.324324324,0.513513514,0.324324324,0.756756757,2.432432432,-0.594594595,3.864864865
James Jones,Cleveland Cavaliers,10.4,1.12,3.24,1,2.88,0.56,0.6,0.08,1.08,1.16,0.52,0.24,0.16,0.2,0.88,-2.36,3.8
James Ennis,Miami Heat,13.97297297,1.189189189,3,0.297297297,1,1.108108108,1.297297297,0.702702703,1.648648649,2.351351351,0.648648649,0.486486486,0.27027027,0.324324324,1.108108108,-0.675675676,3.783783784
Andre Roberson,Oklahoma City Thunder,20.56756757,1.486486486,3.297297297,0.27027027,1.27027027,0.540540541,1.135135135,1.054054054,3.216216216,4.27027027,1.189189189,0.864864865,0.540540541,0.810810811,2.162162162,2.135135135,3.783783784
Joe Ingles,Utah Jazz,18.97727273,1.409090909,3.522727273,0.681818182,2.227272727,0.272727273,0.386363636,0.204545455,1.772727273,1.977272727,2.318181818,0.840909091,0.159090909,0.977272727,1.272727273,-1.613636364,3.772727273
Willie Green,Orlando Magic,14.73076923,1.538461538,4.807692308,0.307692308,1.461538462,0.384615385,0.461538462,0.269230769,0.807692308,1.076923077,1.115384615,0.346153846,0.076923077,0.576923077,1.346153846,-0.846153846,3.769230769
Andre Miller,Washington Wizards,12.48888889,1.6,2.888888889,0.022222222,0.155555556,0.533333333,0.777777778,0.444444444,1.088888889,1.533333333,2.933333333,0.266666667,0.044444444,0.933333333,1.133333333,-2.377777778,3.755555556
Thomas Robinson,Portland Trail Blazers,12.32142857,1.5,2.892857143,0,0,0.75,1.714285714,1,3.285714286,4.285714286,0.285714286,0.5,0.357142857,1.107142857,1.714285714,1.714285714,3.75
John Jenkins,Atlanta Hawks,7.5,1.5,3.25,0.5,1.25,0.25,0.25,0,0.75,0.75,0,0.25,0,0.25,0.75,0,3.75
Nik Stauskas,Sacramento Kings,14.24390244,1.292682927,3.707317073,0.56097561,2,0.585365854,0.707317073,0.146341463,0.926829268,1.073170732,0.707317073,0.195121951,0.219512195,0.414634146,1.317073171,-3.12195122,3.731707317
Robert Sacre,Los Angeles Lakers,14.28205128,1.538461538,3.717948718,0,0,0.641025641,1.025641026,1.051282051,1.871794872,2.923076923,0.564102564,0.307692308,0.512820513,0.41025641,1.615384615,1.307692308,3.717948718
Jimmer Fredette,New Orleans Pelicans,10.86206897,1.344827586,3.586206897,0.206896552,1.068965517,0.793103448,0.862068966,0.137931034,0.551724138,0.689655172,1.137931034,0.310344828,0,0.482758621,0.862068966,1.344827586,3.689655172
JaKarr Sampson,Philadelphia 76ers,11.57894737,1.447368421,3.263157895,0.289473684,1.105263158,0.5,0.894736842,0.342105263,1.368421053,1.710526316,0.789473684,0.210526316,0.263157895,0.842105263,1.526315789,-4.552631579,3.684210526
Archie Goodwin,Phoenix Suns,7.307692308,1.076923077,3.153846154,0.153846154,0.615384615,1.307692308,1.769230769,0.307692308,1,1.307692308,0.538461538,0.153846154,0.153846154,0.230769231,0.769230769,-3.615384615,3.615384615
Elliot Williams,Utah Jazz,8.4,1.2,2.6,1,1.4,0.2,0.4,0,0.6,0.6,0.8,0.4,0,0.8,0.2,1.6,3.6
Glen Davis,Los Angeles Clippers,10.7027027,1.432432432,3,0,0.027027027,0.72972973,1.054054054,0.351351351,1.567567568,1.918918919,0.405405405,0.594594595,0.162162162,0.378378378,1.486486486,-1.810810811,3.594594595
Cory Jefferson,Brooklyn Nets,10,1.428571429,3.476190476,0.095238095,0.523809524,0.619047619,1.047619048,0.571428571,1.80952381,2.380952381,0.428571429,0.142857143,0.380952381,0.285714286,1.047619048,1.476190476,3.571428571
T.J. Warren,Phoenix Suns,9.285714286,1.5,3.357142857,0.285714286,0.857142857,0.285714286,0.285714286,0.571428571,0.357142857,0.928571429,0.214285714,0.357142857,0.071428571,0.571428571,1.071428571,-2.214285714,3.571428571
Drew Gooden,Washington Wizards,11.90909091,1.454545455,3.727272727,0.318181818,0.909090909,0.318181818,0.545454545,0.863636364,1.545454545,2.409090909,0.636363636,0.318181818,0.136363636,0.636363636,1.545454545,-2.227272727,3.545454545
Jeff Adrien,Minnesota Timberwolves,12.64705882,1.117647059,2.588235294,0,0,1.294117647,2.235294118,1.352941176,3.176470588,4.529411765,0.882352941,0.235294118,0.529411765,0.529411765,1.764705882,-0.764705882,3.529411765
Udonis Haslem,Miami Heat,14.16666667,1.433333333,3.233333333,0,0,0.633333333,0.966666667,1.1,2.766666667,3.866666667,0.6,0.3,0.1,0.566666667,1.833333333,-3.166666667,3.5
Joel Freeland,Portland Trail Blazers,13.58064516,1.483870968,3.129032258,0,0,0.516129032,0.612903226,1.64516129,2.870967742,4.516129032,0.419354839,0.161290323,0.483870968,0.677419355,2.129032258,1.935483871,3.483870968
Dwight Powell,Dallas Mavericks,8.294117647,1.176470588,1.941176471,0.117647059,0.176470588,1,1.352941176,0.647058824,0.941176471,1.588235294,0.411764706,0.352941176,0.235294118,0.294117647,1.411764706,0.235294118,3.470588235
Phil Pressey,Boston Celtics,12.25,1.214285714,3.357142857,0.428571429,1.5,0.607142857,0.821428571,0.214285714,1.285714286,1.5,2.25,0.642857143,0.107142857,0.785714286,1.178571429,-0.678571429,3.464285714
Luke Babbitt,New Orleans Pelicans,13.5,1.111111111,2.638888889,1.027777778,2.083333333,0.166666667,0.277777778,0.111111111,1.555555556,1.666666667,0.25,0.277777778,0.111111111,0.416666667,1.25,-2.333333333,3.416666667
Gary Harris,Denver Nuggets,13.05,1.1,4.25,0.5,2.15,0.7,1.05,0.45,0.85,1.3,0.65,1.05,0.1,0.75,1.4,-2.7,3.4
Kent Bazemore,Atlanta Hawks,11.68421053,1.263157895,3,0.421052632,1,0.447368421,0.789473684,0.184210526,1.842105263,2.026315789,0.605263158,0.421052632,0.394736842,0.710526316,1.315789474,-2.315789474,3.394736842
Allen Crabbe,Portland Trail Blazers,14.34375,1.21875,2.84375,0.6875,1.75,0.25,0.28125,0.15625,1.09375,1.25,0.875,0.375,0.4375,0.3125,1.5625,0.1875,3.375
Darius Morris,Brooklyn Nets,9.55,1.45,3.7,0.3,1.15,0.15,0.35,0.2,0.5,0.7,1.35,0.25,0,0.6,0.8,-3,3.35
Jerome Jordan,Brooklyn Nets,9.25,1.28125,2.125,0,0,0.78125,0.9375,1.3125,1.25,2.5625,0.3125,0.21875,0.46875,0.625,1.46875,-2.4375,3.34375
Jeff Taylor,Charlotte Hornets,7.333333333,1.166666667,2.833333333,0.333333333,0.833333333,0.666666667,1.666666667,0.666666667,0.833333333,1.5,0.666666667,0.333333333,0,0.333333333,1,-1.833333333,3.333333333
Maurice Harkless,Orlando Magic,14.5,1.318181818,3.227272727,0.181818182,1.181818182,0.5,0.727272727,0.636363636,1.590909091,2.227272727,0.681818182,0.590909091,0.090909091,0.681818182,1.772727273,-2.090909091,3.318181818
Erick Green,Denver Nuggets,7.285714286,1.5,3.357142857,0.214285714,0.785714286,0.071428571,0.142857143,0,0.357142857,0.357142857,0.714285714,0.071428571,0,0.357142857,0.5,-2.357142857,3.285714286
Tony Snell,Chicago Bulls,12.62162162,1.189189189,2.972972973,0.513513514,1.567567568,0.351351351,0.432432432,0.432432432,1.216216216,1.648648649,0.540540541,0.432432432,0.162162162,0.459459459,0.918918919,-0.162162162,3.243243243
Nick Johnson,Houston Rockets,10.70588235,1.058823529,3.058823529,0.294117647,0.941176471,0.823529412,1.058823529,0.411764706,1,1.411764706,0.352941176,0.352941176,0.117647059,0.705882353,1.411764706,-1.588235294,3.235294118
Francisco Garcia,Houston Rockets,14.35714286,1.214285714,4.5,0.714285714,3.214285714,0.071428571,0.285714286,0.214285714,1,1.214285714,1.071428571,0.642857143,0.357142857,0.714285714,1.428571429,-0.714285714,3.214285714
Will Barton,Portland Trail Blazers,10.33333333,1.333333333,3.416666667,0.125,0.541666667,0.416666667,0.625,0.083333333,1,1.083333333,1,0.5,0.125,0.583333333,0.708333333,-0.083333333,3.208333333
Tyler Ennis,Phoenix Suns,7.857142857,1.285714286,2.857142857,0.285714286,0.857142857,0.285714286,0.285714286,0.142857143,0.857142857,1,1.571428571,0,0.285714286,1.142857143,0.428571429,0.142857143,3.142857143
Elton Brand,Atlanta Hawks,12.5625,1.375,2.9375,0,0,0.375,0.8125,1.0625,1.9375,3,0.5,0.5,0.5625,0.375,1.5,0.75,3.125
Garrett Temple,Washington Wizards,11.48484848,0.939393939,2.666666667,0.575757576,1.454545455,0.666666667,0.848484848,0.454545455,1.060606061,1.515151515,0.878787879,0.666666667,0.151515152,0.606060606,1.121212121,0.363636364,3.121212121
Andrew Nicholson,Orlando Magic,8.888888889,1.333333333,3.722222222,0.277777778,0.611111111,0.166666667,0.388888889,0.222222222,1.111111111,1.333333333,0.388888889,0.111111111,0.166666667,0.277777778,0.833333333,-1.333333333,3.111111111
Troy Daniels,Minnesota Timberwolves,7.84375,1.0625,3.25,0.8125,2.53125,0.15625,0.1875,0.1875,0.59375,0.78125,0.53125,0.0625,0,0.40625,0.8125,-1.65625,3.09375
James Young,Boston Celtics,7.545454545,1.272727273,2.727272727,0.545454545,1.727272727,0,0.090909091,0.090909091,0.727272727,0.818181818,0.272727273,0,0.181818182,0.181818182,0.272727273,1.454545455,3.090909091
Dewayne Dedmon,Orlando Magic,10.96666667,1.266666667,2.533333333,0,0,0.533333333,0.833333333,1.766666667,2.266666667,4.033333333,0.166666667,0.233333333,0.666666667,0.666666667,1.9,-1.433333333,3.066666667
Doug McDermott,Chicago Bulls,11.05555556,1.222222222,2.888888889,0.333333333,1.444444444,0.277777778,0.555555556,0.055555556,1.5,1.555555556,0.111111111,0.166666667,0.055555556,0.777777778,0.777777778,-3.111111111,3.055555556
Mitch McGary,Oklahoma City Thunder,7,1,1,0,0,1,2,1,3,4,0,0,0,2,0,1,3
Tyler Hansbrough,Toronto Raptors,13.71052632,0.973684211,2.105263158,0.026315789,0.184210526,1.026315789,1.657894737,1.473684211,1.947368421,3.421052632,0.289473684,0.315789474,0.236842105,0.289473684,2.105263158,4,3
Spencer Dinwiddie,Detroit Pistons,10.8,1.1,3.6,0.3,1.9,0.5,0.5,0,0.8,0.8,2.1,0.4,0.1,0.4,1,-1.7,3
Jason Maxiell,Charlotte Hornets,14,1.137931034,2.896551724,0,0,0.689655172,1.24137931,1.172413793,1.448275862,2.620689655,0.206896552,0.275862069,0.482758621,0.310344828,1.482758621,0.310344828,2.965517241
